x1,x2,y
0.115548655,0.722863572,1
0.488403275,0.948871794,0
0.499649961,0.558542919,1
0.292230472,0.893476944,0
0.758351052,0.636061589,0
0.249225832,0.018812103,0
0.402322081,0.686450326,1
0.35377957,0.123285342,1
0.49749597,0.198293858,1
0.960606707,0.497563985,0
0.557511799,0.734661634,1
0.580093083,0.100782995,0
0.702791469,0.684151049,0
0.970039671,0.922286237,0
0.119790273,0.927199186,0
0.539838068,0.819912837,0
0.993497896,0.003065865,0
0.458701909,0.353213027,1
0.091484481,0.77812997,0
0.028985772,0.513069262,0
0.086793459,0.009163271,0
0.560600455,0.811466811,0
0.407068489,0.101693284,0
0.439647281,0.873315314,0
0.46432043,0.334189285,1
0.141118787,0.500042296,0
0.579583755,0.330552471,1
0.698716212,0.496440161,1
0.395364012,0.321862972,1
0.994822652,0.376658301,0
0.456199227,0.129109287,0
0.088239054,0.130988428,0
0.415358215,0.093140074,0
0.340252867,0.44618013,1
0.775159891,0.55920949,0
0.246009253,0.265063707,1
0.438321433,0.05436122,0
0.358282801,0.678312285,1
0.400131521,0.667949253,0
0.286609383,0.602846592,0
0.04933831,0.409098744,0
0.136479732,0.150323411,0
0.039244042,0.708531406,0
0.744940532,0.596039244,0
0.347238773,0.502700645,0
0.296305446,0.594162254,0
0.174504111,0.03998421,0
0.711410731,0.345755433,1
0.038761683,0.327977084,0
0.476022724,0.437973791,1
0.039262313,0.698957245,0
0.249290617,0.715196733,0
0.765000967,0.661182211,0
0.536841553,0.857225159,0
0.542170335,0.843303839,0
0.851760288,0.334867247,0
0.651782383,0.755123151,0
0.049882534,0.932568946,0
0.050091877,0.171487077,0
0.979035943,0.250133001,0
0.25629356,0.32094205,1
0.042039688,0.046445694,0
0.464484232,0.895234663,0
0.338327497,0.160547793,0
0.245282187,0.630718779,0
0.550941084,0.06779449,0
0.556617327,0.580310489,1
0.507904106,0.930941228,0
0.295741186,0.922231144,0
0.04237688,0.896662676,1
0.922136318,0.687771696,0
0.102720966,0.929751566,0
0.700464724,0.262534611,1
0.392130128,0.330213448,1
0.359422651,0.933071857,0
0.651167671,0.202289816,1
0.664783884,0.991452462,0
0.322903485,0.259040328,1
0.340430013,0.505935808,0
0.867999927,0.888693696,0
0.857898372,0.875029204,0
0.764662382,0.729521733,0
0.852409203,0.189557524,0
0.051509608,0.08762005,0
0.359208849,0.070160991,1
0.188538934,0.519352212,0
0.402794453,0.420388759,1
0.710343054,0.072070498,0
0.995766334,0.066714149,0
0.57293597,0.705114967,1
0.533023825,0.975770919,0
0.573231744,0.373224894,1
0.160173128,0.723351804,1
0.459376593,0.720550518,1
0.634429888,0.184647178,0
0.927687345,0.592223602,0
0.519907962,0.980684037,0
0.319033134,0.420370138,1
0.006082598,0.340352312,0
0.96569447,0.310017699,0
0.62871729,0.519975932,1
0.672333023,0.439325143,1
0.867877973,0.440699123,0
0.613226582,0.051125779,0
0.345797316,0.513208571,0
0.129964296,0.987754915,0
0.895617152,0.68455565,0
0.366268068,0.897829086,0
0.550339941,0.135955863,0
0.993644359,0.09942523,0
0.859942664,0.630488025,0
0.315790087,0.69064517,0
0.486752321,0.101503199,0
0.418044688,0.506329977,1
0.538041631,0.307874206,1
0.075104947,0.056768513,0
0.304921608,0.473841659,0
0.271933285,0.370551067,1
0.818222936,0.048774523,0
0.088325366,0.249474463,0
0.349187071,0.496751112,0
0.851871267,0.753206676,0
0.980351068,0.82136852,0
0.899746669,0.065067437,0
0.332636472,0.649224021,0
0.60756282,0.761509854,0
0.264460901,0.232515225,1
0.515754717,0.589550401,1
0.21743141,0.759075345,0
0.10465279,0.345444534,0
0.544708882,0.337746056,1
0.965263749,0.484408854,0
0.808013595,0.928870394,0
0.431691109,0.014992921,0
0.922167447,0.532046913,0
0.23950504,0.042920831,0
0.755763197,0.439662322,0
0.709046564,0.34652864,1
0.011860647,0.845047315,0
0.966527428,0.196981138,0
0.76219444,0.628559191,0
0.597740399,0.285560904,1
0.937740605,0.281978792,0
0.164756294,0.422194967,0
0.624973969,0.904785305,0
0.393731975,0.435115752,1
0.000668174,0.127813229,0
0.975826388,0.731734192,0
0.668828911,0.18924988,0
0.030628958,0.508811417,0
0.269855169,0.31363142,1
0.587814043,0.728458228,1
0.486055674,0.589956395,1
0.88561246,0.722277076,1
0.182431371,0.473505259,0
0.686128767,0.776426042,0
0.303618533,0.637435958,0
0.482014247,0.888112457,0
0.558446268,0.753723132,1
0.699516397,0.039415375,0
0.089494225,0.382613424,0
0.859242116,0.583104299,0
0.564922482,0.981643388,0
0.451896371,0.605841679,1
0.29359615,0.013392022,0
0.553049949,0.017790885,0
0.663858516,0.107359265,0
0.989315478,0.175206373,0
0.109046913,0.777450368,0
0.95691112,0.251935252,0
0.865782866,0.560020616,0
0.397801192,0.504837319,1
0.521173578,0.595713668,1
0.856921036,0.373243761,0
0.000682127,0.681743419,0
0.177528659,0.964879145,0
0.170066028,0.309238736,1
0.577751082,0.262405766,1
0.418725509,0.268942745,1
0.633528294,0.041017657,0
0.637753119,0.508268705,1
0.873343128,0.491675778,0
0.722266637,0.339864953,1
0.919631032,0.658992284,0
0.942257098,0.659877377,0
0.646154351,0.254996119,1
0.265085387,0.090405711,0
0.964876191,0.819154518,0
0.80734799,0.069458742,0
0.640462176,0.417909236,1
0.068855381,0.848106579,1
0.788957099,0.875943713,0
0.344247135,0.013173746,0
0.651920466,0.899363897,0
0.261298383,0.050652709,0
0.884583396,0.822910785,1
0.585658526,0.639543717,1
0.997305912,0.475816404,0
0.103629632,0.51048448,0
0.837508361,0.022036561,0
0.976592422,0.441295,0
0.260223274,0.925677295,0
0.837025138,0.790486882,1
0.152060088,0.162278153,0
0.379490082,0.282938565,1
0.675148347,0.581053076,1
0.094563929,0.719854586,0
0.351616145,0.322350615,1
0.182147573,0.165512766,0
0.064561923,0.958766695,0
0.463076134,0.966892349,0
0.3575168,0.075364664,1
0.006151574,0.885097739,0
0.774144683,0.860014088,0
0.280016493,0.85728052,0
0.536669396,0.753117529,1
0.868819239,0.737305432,1
0.801644532,0.270460652,1
0.878014222,0.900933182,0
0.554472694,0.851534694,0
0.411929336,0.732947025,1
0.302649111,0.310143795,1
0.607115744,0.747030825,0
0.871771458,0.826784464,1
0.181342179,0.00435656,0
0.030529552,0.657520648,0
0.229310015,0.27388835,1
0.982407845,0.130281191,0
0.334767449,0.844809294,0
0.242013721,0.77610373,0
0.773578131,0.444788353,0
0.381416244,0.23406503,1
0.741937014,0.513486181,1
0.722962539,0.15925479,0
0.326969953,0.697013033,0
0.000918507,0.208712175,0
0.855294678,0.470074479,0
0.2524031,0.791923152,0
0.003516218,0.241510008,0
0.377068009,0.97858045,1
0.371773744,0.135540866,0
0.018023822,0.995182404,0
0.906527224,0.012981523,0
0.630890299,0.499702562,1
0.940443964,0.426751776,0
0.210613715,0.04176587,0
0.805281121,0.692042388,0
0.576095288,0.715900087,1
0.556514049,0.278536374,1
0.253751796,0.998263723,0
0.580183629,0.710944099,1
0.816252575,0.916293089,0
0.308448818,0.783404769,0
0.617244574,0.618592134,1
0.12492951,0.655561786,0
0.611469392,0.586696967,1
0.27141082,0.011246694,0
0.196061847,0.640882502,0
0.441536451,0.417929566,1
0.704730539,0.535896505,1
0.075525565,0.603934682,1
0.184140726,0.702796298,1
0.403935935,0.543760833,1
0.773301995,0.446424632,0
0.978653199,0.7381451,0
0.217706505,0.254369624,1
0.154339585,0.426826813,0
0.348570637,0.224609373,1
0.095122246,0.728073183,0
0.637338441,0.315209792,1
0.268798497,0.222828462,1
0.280593849,0.24866568,1
0.847181221,0.748058672,0
0.838310299,0.270115952,0
0.202493059,0.488610408,0
0.081141417,0.694990164,0
0.92535971,0.415731199,0
0.219865275,0.874668262,1
0.102181473,0.994842561,0
0.616400701,0.238142551,1
0.376643185,0.253598568,1
0.605213611,0.239525493,1
0.269542319,0.988750269,0
0.703047737,0.03331256,0
0.286248953,0.692309723,0
0.478075703,0.381967711,1
0.286071889,0.577771679,0
0.311447183,0.368805422,1
0.001065846,0.692753378,0
0.671110097,0.261839519,1
0.094344703,0.077901339,0
0.36714775,0.306816724,1
0.750814827,0.968277788,0
0.749120659,0.990102237,0
0.945102711,0.986136755,0
0.00785198,0.694958961,0
0.16379297,0.451080788,0
0.300914278,0.205697895,1
0.333358828,0.171494265,0
0.022576468,0.446310846,0
0.05239109,0.128359715,0
0.251496694,0.839694092,1
0.258752672,0.251167637,1
0.458881334,0.214145638,1
0.640952399,0.248863363,1
0.380372179,0.069959695,1
0.215538523,0.629098957,0
0.383493523,0.574452081,1
0.604269712,0.337884666,1
0.309041247,0.165322464,0
0.454468974,0.000120656,0
0.316303235,0.70726132,0
0.051465885,0.151568649,0
0.761480167,0.908172169,0
0.161737922,0.335874044,0
0.72703485,0.642225242,0
0.037391286,0.822218583,0
0.233562588,0.229770527,1
0.132414495,0.245374935,1
0.933737287,0.404248489,0
0.943685952,0.130604288,0
0.831405254,0.214440748,1
0.218884482,0.901272005,1
0.953821792,0.594669132,0
0.255882326,0.833018031,1
0.69092297,0.2905678,1
0.167260139,0.077869623,0
0.727708227,0.974001816,0
0.772426969,0.56019793,0
0.365061647,0.298179109,1
0.751084206,0.024482153,0
0.563945912,0.138107398,0
0.902604595,0.80654967,1
0.925268135,0.952050506,0
0.84119085,0.021663849,0
0.679904203,0.390544022,1
0.319723939,0.216019648,1
0.629547794,0.023623578,0
0.716164749,0.773198169,0
0.676468352,0.120212745,0
0.663987005,0.131049381,0
0.369287699,0.434944956,1
0.942018141,0.671055333,0
0.126905655,0.850039646,0
0.594934341,0.765433909,1
0.452298315,0.411622193,1
0.624159171,0.24405948,1
0.221750567,0.709063147,0
0.293162114,0.61563359,0
0.245230897,0.402030344,1
0.548808526,0.743328362,1
0.017327402,0.937446961,0
0.830129117,0.285865187,0
0.957508238,0.039517089,0
0.932188637,0.587044248,0
0.934499191,0.173731575,0
0.783065155,0.121668434,0
0.34104979,0.420168897,1
0.702475914,0.625061044,0
0.095605937,0.777628586,0
0.71472197,0.177659472,0
0.887472461,0.237607023,0
0.562291725,0.539351124,1
0.434856937,0.015964475,0
0.343569666,0.359046553,1
0.414654491,0.229566534,1
0.530085906,0.187326943,0
0.733883893,0.931431301,0
0.114559705,0.963999486,0
0.923385922,0.435847778,0
0.35480326,0.581288763,1
0.187164645,0.762780881,0
0.742925564,0.934528167,0
0.502174593,0.109314365,0
0.731385986,0.431123465,0
0.449313762,0.779278555,1
0.327387171,0.196149064,1
0.02707409,0.204957213,0
0.562961105,0.325495037,1
0.378883571,0.952554117,0
0.303626371,0.530454386,0
0.100692891,0.502074416,0
0.130769005,0.986325289,0
0.650101452,0.360842072,1
0.327387342,0.387962582,1
0.321535238,0.970532769,1
0.017349499,0.88248905,1
0.459956609,0.991514207,0
0.233276605,0.341729471,1
0.976832055,0.46348514,0
0.402570064,0.840755222,0
0.546294461,0.871999888,0
0.26973466,0.166205815,0
0.284271317,0.262219888,1
0.541394629,0.775961571,1
0.518634028,0.435885393,1
0.211687837,0.532975129,0
0.356473056,0.075210877,1
0.907199295,0.166285433,0
0.800464154,0.707975138,0
0.512430659,0.842916551,0
0.474112299,0.642650015,1
0.205079555,0.41394714,0
0.545824539,0.3974563,1
0.193039025,0.193257862,1
0.643893803,0.051728938,0
0.105179011,0.070626296,0
0.911959925,0.365530499,0
0.14681355,0.984310386,0
0.446362968,0.767801778,1
0.795746771,0.94434666,0
0.8417338,0.201893202,1
0.199426846,0.491616734,0
0.241129242,0.956318276,0
0.015129596,0.958584842,0
0.909520619,0.181708175,0
0.78053904,0.630597746,0
0.22878562,0.959482671,0
0.725307299,0.149058597,0
0.177914966,0.425309705,0
0.884390499,0.685654135,0
0.956883048,0.821970728,0
0.356371794,0.369799885,1
0.861231745,0.905738863,0
0.758760125,0.820979348,0
0.164582473,0.374456934,0
0.530030711,0.360431124,1
0.61904922,0.405187833,1
0.011828619,0.880810228,0
0.327591088,0.612461854,0
0.854219927,0.815920972,1
0.222395324,0.798020583,0
0.184772677,0.400883485,0
0.895081198,0.281963865,0
0.991776783,0.745277093,0
0.657497607,0.256297156,1
0.896741282,0.032278712,0
0.769255429,0.822528362,0
0.901576197,0.263577345,0
0.193242711,0.750657658,0
0.976620988,0.699974253,0
0.898074062,0.980770136,0
0.582856638,0.201401843,1
0.883353703,0.799231594,1
0.32826952,0.00791482,0
0.876627881,0.66167398,0
0.048610565,0.37535113,0
0.089929416,0.134841169,0
0.719827858,0.386056581,1
0.29804597,0.535506297,0
0.238477805,0.272939869,1
0.547079611,0.744288169,1
0.914500173,0.044447071,0
0.179707325,0.088909803,0
0.524400409,0.667409792,1
0.480171252,0.070982613,0
0.400197912,0.85850405,0
0.92021608,0.513045783,0
0.843427148,0.669493423,0
0.334765581,0.852152179,0
0.256160221,0.73912297,0
0.141464886,0.95344561,0
0.995782353,0.881839694,0
0.640451156,0.868175743,0
0.38005631,0.576572,1
0.427727903,0.878257649,0
0.539229661,0.806408656,0
0.49845914,0.737685847,1
0.245345942,0.489607692,1
0.876233554,0.498941951,0
0.623346054,0.076586627,0
0.543678862,0.608511246,1
0.821259222,0.43948583,0
0.536443927,0.287077697,1
0.065248237,0.446136755,0
0.652472226,0.500918132,1
0.494134826,0.986513467,0
0.147716905,0.867722354,0
0.727626952,0.254181929,1
0.65172701,0.368227571,1
0.15460506,0.735442055,1
0.654419726,0.250727788,1
0.867711771,0.392714784,0
0.78970918,0.178008252,0
0.397368731,0.23662281,1
0.081623577,0.821584742,0
0.850009908,0.422568802,0
0.97371769,0.700156534,0
0.688314806,0.905453031,0
0.043465573,0.714519736,0
0.092441041,0.505059417,0
0.526596333,0.855803002,0
0.866405088,0.130461638,0
0.207045637,0.386850384,0
0.359756717,0.804174758,1
0.625590414,0.581009493,1
0.957591572,0.623308639,0
0.843921124,0.398046041,0
0.210621302,0.63181787,0
0.01526665,0.94407159,0
0.923254076,0.603349271,0
0.257749536,0.978535151,0
0.13856498,0.6253126,0
0.01626381,0.933901666,0
0.716380051,0.381290612,1
0.654198548,0.773460101,0
0.92289153,0.697540867,0
0.663060348,0.918498287,0
0.342345087,0.122194464,1
0.823108409,0.865783361,0
0.519599005,0.898788708,0
0.344844085,0.409756671,1
0.151208242,0.325293007,0
0.967010015,0.9469176,0
0.848631138,0.546868604,0
0.890810969,0.4478596,0
0.787144297,0.913074158,0
0.640441304,0.550616165,1
0.252317296,0.144955067,0
0.525404164,0.952090092,0
0.592312501,0.515081106,1
0.445363661,0.901906517,0
0.968712199,0.719819345,0
0.387458171,0.34301792,1
0.477609911,0.72434849,1
0.894845593,0.861476342,0
0.164227151,0.362180036,0
0.7486365,0.301259029,1
0.828812958,0.152886189,0
0.219398213,0.252871818,1
0.576605584,0.730575501,1
0.12649745,0.199816237,1
0.15450522,0.176630777,0
0.126875473,0.446976584,0
0.505696309,0.497401132,1
0.099099833,0.272540558,0
0.064242088,0.588963996,1
0.000106434,0.981344427,0
0.250362547,0.57904675,0
0.407495403,0.018199361,0
0.226818922,0.57072013,0
0.249039435,0.310272671,1
0.486326838,0.612233076,1
0.304236274,0.140646962,0
0.0014779,0.59443423,0
0.929860606,0.528278077,0
0.756356493,0.733989133,0
0.896942737,0.120098287,0
0.7673696,0.079504441,0
0.328857852,0.270111576,1
0.128404243,0.717003402,1
0.300048607,0.391470873,1
0.477478883,0.909188714,0
0.288930748,0.409362429,1
0.398066205,0.322224938,1
0.023405837,0.744696672,0
0.105875733,0.423728604,0
0.451671719,0.742613433,1
0.458937605,0.018622668,0
0.466082684,0.08116851,0
0.952460715,0.028137518,0
0.47922119,0.763253334,1
0.100624008,0.920768233,0
0.441569265,0.418666891,1
0.772105686,0.701088053,0
0.407702238,0.050497676,0
0.687963888,0.740279599,0
0.629243996,0.661769457,0
0.022928487,0.816281435,0
0.782725206,0.156716987,0
0.079441927,0.404294506,0
0.98834184,0.161178244,0
0.820650023,0.919642124,0
0.908372164,0.806731353,0
0.226783745,0.863445514,1
0.242246441,0.475222056,1
0.107776595,0.285969919,0
0.758716046,0.191904359,1
0.946784904,0.621900136,0
0.203967019,0.027449014,0
0.348499636,0.689317914,1
0.784017377,0.484560086,0
0.603886463,0.07900481,0
0.139455228,0.271575998,1
0.419754473,0.54329367,1
0.039219217,0.395148203,0
0.854901352,0.658079666,0
0.432708991,0.720314578,1
0.603299703,0.200542937,1
0.421131083,0.641899847,1
0.542882798,0.672248426,1
0.11797713,0.79990146,0
0.796991036,0.357400189,0
0.630670167,0.244300748,1
0.805456551,0.705118622,0
0.764081269,0.00564238,0
0.629416849,0.209379293,1
0.367125481,0.153867401,0
0.862135156,0.314046997,0
0.584669304,0.05202307,0
0.725343046,0.155974595,0
0.255878419,0.804224482,0
0.6904205,0.547411514,1
0.955284402,0.891756477,0
0.323451152,0.045015601,1
0.072854733,0.94925865,0
0.820550563,0.568205885,0
0.398351676,0.249355969,1
0.340778902,0.24879293,1
0.168998585,0.452520016,0
0.204372876,0.239206946,1
0.401742107,0.777426198,0
0.5182785,0.154613242,0
0.226599291,0.810275331,0
0.50995747,0.629802044,1
0.694232612,0.734609283,0
0.1853832,0.842093759,0
0.221774129,0.947710323,0
0.258171857,0.379774245,1
0.216661613,0.259392053,1
0.289545416,0.158327727,0
0.073101765,0.09671919,0
0.146503747,0.901914288,0
0.697019479,0.850675997,0
0.45885037,0.090026358,0
0.066324764,0.579638545,1
0.075722983,0.485066614,0
0.970024615,0.492324425,0
0.083698139,0.415899168,0
0.589658606,0.32946999,1
0.066885911,0.756286868,0
0.587369241,0.582033566,1
0.508783548,0.481090116,1
0.384756235,0.333059209,1
0.539813435,0.817491837,0
0.995356407,0.149819063,0
0.454174753,0.914688027,0
0.627635123,0.463931636,1
0.344011736,0.728582562,0
0.624493023,0.382475652,1
0.990476849,0.217958517,0
0.019787824,0.466072073,0
0.16423091,0.816778327,0
0.066845112,0.365623441,0
0.815202373,0.448217631,0
0.267316294,0.246718649,1
0.463451399,0.475801955,1
0.561524631,0.451665242,1
0.375807197,0.513663931,1
0.165283703,0.318022963,0
0.080324115,0.838424629,0
0.211292913,0.419850889,1
0.438570736,0.986091786,0
0.058547441,0.637166418,0
0.73949565,0.72245687,0
0.634359114,0.6108871,1
0.079844407,0.325331869,0
0.32803524,0.760034063,0
0.187065096,0.551146095,1
0.077013508,0.349090348,0
0.547618783,0.608033352,1
0.296357773,0.545165953,0
0.822630454,0.900617692,0
0.43967352,0.215083234,1
0.248148739,0.338796323,1
0.170880728,0.442790275,0
0.448514602,0.64711486,1
0.050341732,0.217792805,0
0.549902575,0.289498634,1
0.917966741,0.700236863,0
0.416427535,0.444144908,1
0.475235157,0.267783672,1
